News Agency,Tweets Ago,Date,Compound,Positive,Negative,Neutral,Tweet
@CBS,23,Thu Mar 22 22:10:29 +0000 2018,0.0,0.0,1.0,0.0,Tweet 23: Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC
@CBS,24,Thu Mar 22 20:52:02 +0000 2018,0.7081,0.311,0.623,0.066,Tweet 24: Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU
@CBS,25,Thu Mar 22 00:23:38 +0000 2018,0.636,0.198,0.802,0.0,Tweet 25: Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf
@CBS,26,Wed Mar 21 18:00:01 +0000 2018,0.0,0.0,1.0,0.0,Tweet 26: Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8
@CBS,27,Tue Mar 20 20:00:01 +0000 2018,0.5106,0.142,0.858,0.0,Tweet 27: The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC
@CBS,28,Tue Mar 20 17:58:43 +0000 2018,0.0,0.0,1.0,0.0,Tweet 28: RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…
@CBS,29,Tue Mar 20 16:52:42 +0000 2018,0.5562,0.174,0.826,0.0,Tweet 29: RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR
@CBS,30,Tue Mar 20 16:11:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 30: Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP"
@CBS,31,Mon Mar 19 21:02:26 +0000 2018,0.7845,0.309,0.619,0.072,"Tweet 31: RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…"
@CBS,32,Sun Mar 18 23:44:30 +0000 2018,0.0,0.0,1.0,0.0,Tweet 32: New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M
@CBS,33,Sun Mar 18 18:05:43 +0000 2018,0.6514,0.213,0.787,0.0,Tweet 33: Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju
@CBS,34,Sun Mar 18 17:09:53 +0000 2018,0.1867,0.08,0.92,0.0,"Tweet 34: RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…"
@CBS,35,Sat Mar 17 19:00:02 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 35: If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp"
@CBS,36,Sat Mar 17 17:42:43 +0000 2018,0.6166,0.161,0.839,0.0,Tweet 36: How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog
@CBS,37,Sat Mar 17 14:00:03 +0000 2018,0.7096,0.247,0.753,0.0,Tweet 37: Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL
@CBS,38,Fri Mar 16 22:53:21 +0000 2018,0.296,0.104,0.896,0.0,Tweet 38: Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i
@CBS,39,Fri Mar 16 18:15:53 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 39: RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…"
@CBS,40,Fri Mar 16 16:28:40 +0000 2018,0.6514,0.178,0.822,0.0,Tweet 40: The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP
@CBS,41,Thu Mar 15 17:54:06 +0000 2018,0.7088,0.237,0.763,0.0,"Tweet 41: RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…"
@CBS,42,Thu Mar 15 17:20:26 +0000 2018,-0.4939,0.077,0.766,0.157,Tweet 42: RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…
@CBS,43,Thu Mar 15 16:42:41 +0000 2018,0.6514,0.194,0.806,0.0,Tweet 43: Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb
@CBS,44,Thu Mar 15 14:32:16 +0000 2018,0.6115,0.266,0.734,0.0,Tweet 44: RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR
@CBS,45,Wed Mar 14 19:30:01 +0000 2018,0.6696,0.219,0.781,0.0,"Tweet 45: Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S"
@CBS,46,Tue Mar 13 18:48:52 +0000 2018,0.3612,0.143,0.857,0.0,"Tweet 46: RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…"
@CBS,47,Tue Mar 13 14:15:10 +0000 2018,0.539,0.179,0.821,0.0,"Tweet 47: Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI"
@CBS,48,Mon Mar 12 18:13:28 +0000 2018,0.2244,0.083,0.917,0.0,Tweet 48: RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…
@CBS,49,Mon Mar 12 01:20:43 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 49: RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…"
@CBS,50,Fri Mar 09 22:48:26 +0000 2018,0.4926,0.117,0.883,0.0,Tweet 50: RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…
@CBS,51,Fri Mar 09 22:24:20 +0000 2018,0.1275,0.113,0.795,0.092,"Tweet 51: RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…"
@CBS,52,Fri Mar 09 21:10:21 +0000 2018,0.4215,0.177,0.823,0.0,"Tweet 52: Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N"
@CBS,53,Fri Mar 09 18:27:28 +0000 2018,0.8658,0.447,0.553,0.0,"Tweet 53: RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…"
@CBS,54,Fri Mar 09 16:02:27 +0000 2018,0.0,0.0,1.0,0.0,Tweet 54: RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW
@CBS,55,Thu Mar 08 18:00:49 +0000 2018,0.8625,0.336,0.664,0.0,Tweet 55: Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT
@CBS,56,Thu Mar 08 17:03:04 +0000 2018,0.4926,0.132,0.868,0.0,Tweet 56: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy
@CBS,57,Wed Mar 07 18:39:10 +0000 2018,-0.2023,0.15,0.619,0.23,"Tweet 57: RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…"
@CBS,58,Wed Mar 07 17:06:02 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 58: This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4"
@CBS,59,Tue Mar 06 18:10:59 +0000 2018,0.6705,0.244,0.756,0.0,"Tweet 59: Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg"
@CBS,60,Mon Mar 05 22:16:43 +0000 2018,0.3818,0.167,0.833,0.0,"Tweet 60: Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s"
@CBS,61,Sun Mar 04 08:05:26 +0000 2018,0.4404,0.116,0.884,0.0,"Tweet 61: RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…"
@CBS,62,Sat Mar 03 20:55:20 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 62: RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…"
@CBS,63,Fri Mar 02 22:30:01 +0000 2018,0.7096,0.247,0.753,0.0,"Tweet 63: Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes"
@CBS,64,Fri Mar 02 20:30:01 +0000 2018,0.7096,0.282,0.718,0.0,"Tweet 64: Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3"
@CBS,65,Fri Mar 02 18:45:00 +0000 2018,0.4939,0.151,0.849,0.0,"Tweet 65: In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO"
@CBS,66,Thu Mar 01 18:59:01 +0000 2018,-0.6981,0.0,0.79,0.21,Tweet 66: RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY
@CBS,67,Thu Mar 01 18:12:57 +0000 2018,0.4547,0.159,0.749,0.092,"Tweet 67: RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…"
@CBS,68,Thu Mar 01 18:11:50 +0000 2018,0.8591,0.538,0.462,0.0,Tweet 68: RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF
@CBS,69,Thu Mar 01 18:10:50 +0000 2018,0.4885,0.234,0.615,0.151,Tweet 69: RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…
@CBS,70,Thu Mar 01 14:36:21 +0000 2018,0.5994,0.178,0.822,0.0,"Tweet 70: RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…"
@CBS,71,Thu Mar 01 14:29:20 +0000 2018,0.7717,0.325,0.675,0.0,"Tweet 71: RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…"
@CBS,72,Thu Mar 01 14:15:29 +0000 2018,0.6908,0.275,0.725,0.0,"Tweet 72: .@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ"
@CBS,73,Thu Mar 01 13:50:11 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 73: The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01"
@CBS,74,Thu Mar 01 01:04:52 +0000 2018,0.0,0.0,1.0,0.0,Tweet 74: RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA
@CBS,75,Wed Feb 28 19:56:58 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 75: RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…"
@CBS,76,Wed Feb 28 19:08:30 +0000 2018,0.4404,0.116,0.884,0.0,"Tweet 76: RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…"
@CBS,77,Tue Feb 27 03:23:47 +0000 2018,0.5562,0.152,0.848,0.0,Tweet 77: RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…
@CBS,78,Mon Feb 26 22:50:32 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 78: RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…"
@CBS,79,Mon Feb 26 21:08:30 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 79: RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…"
@CBS,80,Mon Feb 26 19:53:41 +0000 2018,0.4482,0.105,0.895,0.0,"Tweet 80: RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…"
@CBS,81,Mon Feb 26 18:32:36 +0000 2018,0.784,0.266,0.734,0.0,Tweet 81: RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…
@CBS,82,Mon Feb 26 18:20:16 +0000 2018,0.9359,0.429,0.571,0.0,Tweet 82: RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…
@CBS,83,Mon Feb 26 16:53:56 +0000 2018,-0.5423,0.0,0.816,0.184,"Tweet 83: RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…"
@CBS,84,Mon Feb 26 16:52:01 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 84: #LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ"
@CBS,85,Mon Feb 26 16:17:55 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 85: RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…"
@CBS,86,Mon Feb 26 01:12:32 +0000 2018,0.7644,0.231,0.769,0.0,"Tweet 86: RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…"
@CBS,87,Sun Feb 25 21:51:32 +0000 2018,0.0,0.0,1.0,0.0,Tweet 87: RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…
@CBS,88,Sun Feb 25 21:51:22 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 88: RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb"
@CBS,89,Fri Feb 23 18:15:40 +0000 2018,0.5093,0.155,0.845,0.0,Tweet 89: RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…
@CBS,90,Thu Feb 22 19:26:52 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 90: RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…"
@CBS,91,Wed Feb 21 19:20:04 +0000 2018,0.0,0.0,1.0,0.0,Tweet 91: RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…
@CBS,92,Wed Feb 21 18:19:25 +0000 2018,0.6808,0.248,0.752,0.0,"Tweet 92: RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…"
@CBS,93,Tue Feb 20 19:55:19 +0000 2018,0.4404,0.116,0.884,0.0,"Tweet 93: RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…"
@CBS,94,Tue Feb 20 17:58:18 +0000 2018,-0.4019,0.0,0.881,0.119,"Tweet 94: RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…"
@CBS,95,Tue Feb 20 17:39:51 +0000 2018,0.3612,0.128,0.872,0.0,Tweet 95: Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v
@CBS,96,Sat Feb 17 01:07:20 +0000 2018,0.6124,0.227,0.773,0.0,"Tweet 96: With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB"
@CBS,97,Fri Feb 16 18:42:43 +0000 2018,0.3182,0.108,0.892,0.0,"Tweet 97: RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…"
@CBS,98,Fri Feb 16 17:48:20 +0000 2018,0.68,0.248,0.752,0.0,"Tweet 98: Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H"
@CBS,99,Wed Feb 14 19:23:27 +0000 2018,0.8619,0.466,0.534,0.0,Tweet 99: RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC
@CBS,100,Tue Feb 13 20:03:56 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 100: RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…"
@CNN,1,Sat Mar 31 13:01:05 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 1: About 2.5% of people who went to the doctor in the week ending March 24 had flu-like symptoms, the CDC says https://t.co/0QDB4nkM4I"
@CNN,2,Sat Mar 31 12:31:03 +0000 2018,0.3818,0.217,0.669,0.114,"Tweet 2: ""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/NKqMu29Feb"
@CNN,3,Sat Mar 31 12:01:02 +0000 2018,0.0,0.0,1.0,0.0,Tweet 3: Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/650JWWGetD https://t.co/aaBGheaDrO
@CNN,4,Sat Mar 31 11:31:00 +0000 2018,0.7717,0.295,0.705,0.0,"Tweet 4: Here's how Michael Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20… https://t.co/3cDsmQDGkc"
@CNN,5,Sat Mar 31 11:01:03 +0000 2018,-0.4019,0.0,0.863,0.137,Tweet 5: The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellect… https://t.co/75nNGt4jZl
@CNN,6,Sat Mar 31 10:31:03 +0000 2018,-0.34,0.109,0.707,0.185,"Tweet 6: President Trump designates April as ""Second Chance Month"" for people with criminal records https://t.co/G3fkyyrVkq https://t.co/oU4lP9Wbfc"
@CNN,7,Sat Mar 31 10:01:04 +0000 2018,-0.2023,0.0,0.913,0.087,"Tweet 7: Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/P1qioImBTL"
@CNN,8,Sat Mar 31 09:31:03 +0000 2018,-0.5106,0.059,0.791,0.15,Tweet 8: The simple act of getting a haircut can end up being an assault on the senses for some. This barber soothed a child… https://t.co/2S6n5I0J1R
@CNN,9,Sat Mar 31 09:01:07 +0000 2018,-0.7351,0.0,0.644,0.356,Tweet 9: Will the spate of lawsuits against fringe media stop the flow of conspiracy theories? https://t.co/YXJPGIHq1O https://t.co/a8mp6v54ER
@CNN,10,Sat Mar 31 08:31:04 +0000 2018,0.2023,0.096,0.904,0.0,Tweet 10: Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/oqAZCMfRq7 https://t.co/PRdrQwQXeL
@CNN,11,Sat Mar 31 08:01:02 +0000 2018,0.0,0.0,1.0,0.0,Tweet 11: A company donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site https://t.co/dV0cPv6Ego
@CNN,12,Sat Mar 31 07:31:04 +0000 2018,-0.5859,0.0,0.787,0.213,Tweet 12: President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/PiJbQyct7Z
@CNN,13,Sat Mar 31 07:01:02 +0000 2018,-0.4019,0.0,0.886,0.114,"Tweet 13: If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/Kk3gi0xins"
@CNN,14,Sat Mar 31 06:45:18 +0000 2018,0.6369,0.167,0.833,0.0,Tweet 14: JFK had a legendary love life. Did one of his affairs connect him with the mob? #TheKennedys Sunday at 9p on CNN. https://t.co/qoGELhh4m1
@CNN,15,Sat Mar 31 06:31:05 +0000 2018,-0.5267,0.091,0.671,0.238,Tweet 15: Exclusive: On board the 'Doomsday' plane that can wage nuclear war https://t.co/fmev2gMTFU https://t.co/1krpyJOuSU
@CNN,16,Sat Mar 31 06:01:37 +0000 2018,0.0,0.0,1.0,0.0,Tweet 16: A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/3jJ0Z6Em3X https://t.co/hzfxZShM9N
@CNN,17,Sat Mar 31 05:46:07 +0000 2018,0.6369,0.318,0.682,0.0,Tweet 17: The best travel photos of 2018 (so far) https://t.co/f7oG0f6gNu https://t.co/NwnB53lDWW
@CNN,18,Sat Mar 31 05:31:04 +0000 2018,0.6808,0.219,0.781,0.0,Tweet 18: This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/8n7sRF58Qc
@CNN,19,Sat Mar 31 05:16:00 +0000 2018,0.0,0.0,1.0,0.0,Tweet 19: He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/skk1lgAN0W
@CNN,20,Sat Mar 31 05:01:04 +0000 2018,0.3818,0.217,0.669,0.114,"Tweet 20: ""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/kHUdQ6ZEhr"
@CNN,21,Sat Mar 31 04:31:05 +0000 2018,0.4404,0.153,0.847,0.0,Tweet 21: Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/ByWMuyNNrU https://t.co/2HETOC1giC
@CNN,22,Sat Mar 31 04:16:00 +0000 2018,0.2732,0.1,0.9,0.0,"Tweet 22: Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/PDc0nZA1n5"
@CNN,23,Sat Mar 31 04:16:00 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 23: Would you ride in this ""Roseanne"" car? A New York City subway train car was transformed to resemble Roseanne's livi… https://t.co/jn8FRusjFB"
@CNN,24,Sat Mar 31 04:02:20 +0000 2018,0.6369,0.301,0.61,0.089,"Tweet 24: This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/q0l42J3hzo"
@CNN,25,Sat Mar 31 03:45:16 +0000 2018,0.0,0.0,1.0,0.0,"Tweet 25: From revolution to reform, how did the Vatican respond to the splintering of a once universal Catholic church?… https://t.co/tYpjnWu1vS"
@CNN,26,Sat Mar 31 03:31:01 +0000 2018,0.3612,0.128,0.872,0.0,"Tweet 26: Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MYDJGw3Wvv"
@CNN,27,Sat Mar 31 03:16:02 +0000 2018,0.0,0.0,1.0,0.0,Tweet 27: Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/aNi6zLG7st https://t.co/S5nfZMvWap
@CNN,28,Sat Mar 31 03:06:02 +0000 2018,0.34,0.118,0.882,0.0,Tweet 28: The White House office that vets appointees is inexperienced and understaffed -- and aides played a drinking game i… https://t.co/Kk1Vx3KkaL
@CNN,29,Sat Mar 31 03:01:02 +0000 2018,-0.5859,0.0,0.814,0.186,"Tweet 29: To critics who say she should ""go away"" after losing to Trump, Hillary Clinton says, ""they never said that to any m… https://t.co/C4BluiJ1DU"
@CNN,30,Sat Mar 31 02:58:30 +0000 2018,0.0,0.0,1.0,0.0,Tweet 30: RT @CNNTonight: Rep. Ted Lieu says US Attorney General Jeff Sessions made the right call in appointing a prosecutor to investigate claims o…
@CNN,31,Sat Mar 31 02:46:06 +0000 2018,0.3182,0.113,0.887,0.0,Tweet 31: An official with the US Immigration and Customs Enforcement office in San Francisco apologized for posting an image… https://t.co/kjCGRIXtEJ
@CNN,32,Sat Mar 31 02:31:09 +0000 2018,-0.0258,0.132,0.731,0.137,Tweet 32: Mississippi State is heading to the NCAA women's national championship game after beating Louisville 73-63 in overt… https://t.co/6AjYA3iWuq
@CNN,33,Sat Mar 31 02:24:33 +0000 2018,0.0,0.0,1.0,0.0,Tweet 33: Is India distancing itself from the Tibetan exile community six decades after the Dalai Lama fled to the country?… https://t.co/ZMPZV96hPG
@CNN,34,Sat Mar 31 02:13:36 +0000 2018,0.0,0.0,1.0,0.0,Tweet 34: Google's Clips camera automates aspects of the picture-taking process. But can it replace photographers with an alg… https://t.co/mU5I2iTH6G
@CNN,35,Sat Mar 31 02:03:28 +0000 2018,-0.5859,0.0,0.814,0.186,"Tweet 35: ""When the fire alarm went off in my gym the other morning, barely anyone paid attention. ... Many of us are equally… https://t.co/RR9qfL7SoF"
@CNN,36,Sat Mar 31 01:53:43 +0000 2018,-0.3182,0.0,0.897,0.103,"Tweet 36: ""What is odd and unprecedented is to have your daughter, your son-in-law, your pilot, your physician - you can go d… https://t.co/pvsnU5lzf4"
@CNN,37,Sat Mar 31 01:53:17 +0000 2018,-0.4003,0.0,0.863,0.137,"Tweet 37: ""Holy hazelnut mocha! California may now be placing a warning label on coffee,"" writes David Wheeler via @CNNOpinion https://t.co/8NtGC9w49U"
@CNN,38,Sat Mar 31 01:52:26 +0000 2018,-0.34,0.0,0.897,0.103,"Tweet 38: RT @OutFrontCNN: ""His misuse of taxpayer dollars over and over again is really what's concerning...I think he should resign. If he doesn't…"
@CNN,39,Sat Mar 31 01:48:59 +0000 2018,0.296,0.104,0.896,0.0,Tweet 39: Dennis Rodman weighs in on the prospect of a meeting between US President Donald Trump and North Korean leader Kim… https://t.co/lZuOx6IGW1
@CNN,40,Sat Mar 31 01:43:14 +0000 2018,0.5367,0.126,0.874,0.0,"Tweet 40: RT @AC360: ""He simply is not qualified to take on one of the most complicated health care management jobs in the world."" - Norman Eisen on…"
@CNN,41,Sat Mar 31 01:42:53 +0000 2018,0.4215,0.167,0.833,0.0,"Tweet 41: President Trump likes ""Roseanne?"" Of course he does | By Dean Obeidallah via @CNNOpinion https://t.co/kctMHQG3a9 https://t.co/1ik8vALq8E"
@CNN,42,Sat Mar 31 01:38:05 +0000 2018,-0.3818,0.0,0.86,0.14,"Tweet 42: ""Our fight can be any woman's fight."" Brazilian sports journalists may be having their #MeToo moment https://t.co/cQGYzfkVeU"
@CNN,43,Sat Mar 31 01:27:52 +0000 2018,0.0,0.0,1.0,0.0,Tweet 43: A federal judge has ruled against the Trump administration -- for now -- in a case brought by lawyers for pregnant… https://t.co/CM7Uav1f6b
